TEST_CASE_START
358327
TC Symbolapi_automatable_needs_action_support.jsonl
api_automatable_valid.jsonl
"Description, SF01-00.06_021 - Tag452-PartyRole=302 Amendabl"
"StoryId=OTPML-231,StoryId=/,StoryId=OTPML-1226,ZephyrId=358327"
Status,ID,PreviousID,step_type,Action,User,protocol,Symbol,Side,OrderQty,Price,OrderType,MassCancelRequestType,TIF,#_id,#_previousID,AccountType,ClOrdID,ContractCode,ExecInst,LastPx,LastQty,NoPartyIDs,OrdStatus,PartyRole,startTime,tomStartTime
Regular,1,,send,MarketSession,,,,,,,,,,,,,,ZSDF,,,,,,,,
,2,,send,MncCreateSchedule,,MNC,,,,,,,,,,,,ZSDF,,,,,,,T00:30:00-T+1-T22:00:00-T22:30:00,T21:45:00
,3,,send,MassCancel,fix_tricgw101_1,FIX,,,,,,7,,,,,,ZSDF,,,,,,,,
,4,,send,New,fix_tricgw101_1,FIX,BADF_M3,Buy,1,"Func(LFC_int(""BADF_M3""))",Limit,,Day,0_t1,,3,,,o,,,"[{'PartyRole': '300', 'PartyIDSource': 'P', 'PartyID': '15'}, {'PartyRole': '11', 'PartyIDSource': 'D', 'PartyID': 'HFE'}, {'PartyRole': '81', 'PartyIDSource': 'D', 'PartyID': '1C'}, {'PartyRole': '301', 'PartyIDSource': 'P', 'PartyID': '8'}]",,302,,
,,,assertion,ExecutionReport,fix_tricgw101_1,FIX,,,,,,,,,0_t1,,GetValue(0_t1.New.ClOrdID),,,"Func(LFC_int(""BADF_M3""))",1,,0,,,
TEST_CASE_END

TEST_CASE_START
358330
TC Symbol
"Description, SF01-00.06_024 - Tag448-PartyID data type with Tag(447)PartyIDSource=P"
"StoryId=OTPML-231,StoryId=/,StoryId=OTPML-1226,ZephyrId=358330"
Status,ID,PreviousID,step_type,Action,User,protocol,Symbol,Side,OrderQty,Price,OrderType,MassCancelRequestType,TIF,#_id,#_previousID,AccountType,BusinessRejectReason,ClOrdID,ContractCode,ExecInst,LastPx,LastQty,NoPartyIDs,OrdStatus,PartyID,SessionRejectReason,startTime,tomStartTime
Regular,11,,send,MarketSession,,,,,,,,,,,,,,,ZSDF,,,,,,,,,
,12,,send,MncCreateSchedule,,MNC,,,,,,,,,,,,,ZSDF,,,,,,,,T00:30:00-T+1-T22:00:00-T22:30:00,T21:45:00
,13,,send,MassCancel,fix_tricgw101_1,FIX,,,,,,7,,,,,,,ZSDF,,,,,,,,,
,14,,send,New,fix_tricgw101_1,FIX,,,,,Limit,,Day,0_t1,,3,,,,o,,,"[{'PartyRole': '300', 'PartyIDSource': 'P', 'PartyID': '15'}, {'PartyRole': '11', 'PartyIDSource': 'D', 'PartyID': 'HFE'}, {'PartyRole': '81', 'PartyIDSource': 'D', 'PartyID': '1C'}, {'PartyRole': '301', 'PartyIDSource': 'P', 'PartyID': '8'}]",,,,,
,,,assertion,BusinessMessageReject,fix_tricgw101_1,FIX,,,,,,,,,0_t1,,0,,,,,,,,,,,
